Index,SentenceStructure,NumIndependentClauses,NumDependentClauses,HasParticipialPhrase,HasHangingParticiple,AvgSentenceLength,SentenceLengthVariance,UsesPassiveVoice,ClauseEmbeddingDepth,TypeTokenRatio,NumIdioms,SentenceStartRepetition
33158,2,10,6,1,0,20.06,30.11,1,1.0,0.57,0,1.0
33159,2,13,9,1,0,19.36,111.98,1,1.0,0.53,0,1.0
33160,2,19,10,1,0,26.31,74.78,1,2.0,0.54,0,1.0
33161,2,14,13,1,0,32.15,166.49,1,2.0,0.5,0,1.0
33162,2,10,10,1,0,23.4,42.64,1,2.0,0.67,0,1.0
33163,2,13,11,1,0,22.13,59.27,1,1.0,0.6,0,1.0
33164,2,11,9,1,0,22.47,36.08,1,1.0,0.56,0,1.0
33165,2,11,11,1,0,21.54,53.09,1,2.0,0.6,0,1.0
33166,2,9,11,1,0,35.5,350.05,1,2.0,0.54,0,1.0
33167,2,26,14,1,0,28.2,323.46,1,3.0,0.53,0,1.0
33168,2,11,1,0,0,26.0,43.33,1,1.0,0.62,0,1.0
33169,2,7,3,1,0,24.1,123.69,0,1.0,0.65,0,0.0
33170,2,11,5,1,0,15.6,71.04,1,1.0,0.56,0,0.0
33171,2,22,15,1,0,26.0,194.41,1,2.0,0.44,0,0.0
33172,2,21,15,1,0,25.4,77.63,1,2.0,0.52,0,1.0
33173,2,12,8,1,0,22.75,103.79,1,2.0,0.52,0,1.0
33174,2,11,11,1,0,26.7,63.41,1,2.0,0.59,0,1.0
33175,2,21,6,1,0,22.3,58.19,1,1.0,0.53,0,1.0
33176,2,9,4,1,0,24.1,88.37,1,1.0,0.62,0,0.0
33177,2,23,12,1,0,23.1,65.11,1,2.0,0.52,0,1.0
33178,2,22,7,1,0,24.9,113.94,1,1.0,0.57,0,1.0
33179,2,21,14,1,0,25.1,79.39,1,2.0,0.45,0,1.0
33180,2,25,24,1,0,24.88,207.24,1,3.0,0.4,2,1.0
33181,2,16,12,1,0,19.5,114.25,1,3.0,0.45,0,0.0
33182,2,9,11,1,0,28.05,199.2,1,3.0,0.49,0,0.0
33183,2,21,13,1,0,19.26,59.52,1,2.0,0.47,0,1.0
33184,2,18,20,1,0,23.76,247.02,1,3.0,0.49,0,1.0
33185,2,5,5,1,0,25.2,279.36,0,2.0,0.56,0,0.0
33186,2,30,21,1,0,20.23,91.78,1,2.0,0.42,0,1.0
33187,2,26,22,1,0,24.68,93.79,1,3.0,0.53,0,0.0
33188,2,16,13,1,0,24.03,109.59,1,3.0,0.54,0,1.0
33189,2,20,11,1,0,21.58,53.37,1,2.0,0.46,0,1.0
33190,2,16,13,1,0,23.68,96.8,1,3.0,0.5,0,1.0
33191,2,17,15,1,0,22.81,77.29,1,3.0,0.57,1,1.0
33192,2,21,15,1,0,28.0,194.51,1,3.0,0.57,0,1.0
33193,2,24,17,1,0,24.44,121.76,1,3.0,0.43,0,1.0
33194,2,14,8,1,0,24.82608696,597.9521164,1,2.0,0.50754717,0,0.0
33195,2,14,10,1,0,24.29166667,168.2285909,1,2.0,0.62753623,0,0.0
33196,2,8,4,1,0,25.69230769,47.53846154,1,1.0,0.67021277,0,0.0
33197,2,13,10,1,0,19.7826087,64.7375817,1,1.0,0.52542373,0,1.0
33198,2,33,6,1,0,14.97297297,20.16486486,1,1.0,0.52906977,0,1.0
33199,2,13,9,1,0,22.125,33.625,1,2.0,0.58888889,0,0.0
33200,2,21,15,1,0,21.44444444,21.77124183,1,2.0,0.53515625,0,1.0
33201,2,37,25,1,0,20.32258065,49.13531353,1,2.0,0.50897666,0,1.0
33202,2,16,11,1,0,23.59259259,26.2962963,1,2.0,0.65172414,0,1.0
33203,2,20,14,1,0,30.73529412,251.3166008,1,3.0,0.57069767,0,1.0
33204,1,6,3,0,0,26.22222222,33.56790123,1,1.0,0.62686567,0,0.0
33205,2,14,5,1,0,16.89473684,18.23421053,1,1.0,0.64090909,0,1.0
33206,2,14,10,1,0,22.25,42.41666667,1,1.0,0.60493827,0,1.0
33207,2,13,10,1,0,24.82608696,52.51164438,1,2.0,0.61983471,0,1.0
33208,2,10,8,1,0,29.83,418.64,1,2.0,0.54,2,1.0
33209,2,19,21,1,0,24.98,519.01,1,3.0,0.44,4,1.0
33210,2,11,12,1,0,26.74,364.96,1,2.0,0.55,2,1.0
33211,2,12,10,1,0,27.27,246.17,1,2.0,0.59,0,1.0
33212,2,15,14,0,0,22.28,211.65,1,2.0,0.54,1,1.0
33213,2,23,18,1,0,25.32,167.51,1,2.0,0.55,0,1.0
33214,2,18,16,1,0,24.79,160.74,1,2.0,0.56,0,1.0
33215,2,9,10,1,0,28.32,184.07,0,2.0,0.64,0,1.0
33216,2,16,10,1,0,15.23,67.89,0,2.0,0.54,0,1.0
33217,2,10,9,1,0,29.32,189.59,0,2.0,0.64,0,1.0
33218,2,3,7,1,0,26.2,110.24,1,2.0,0.56,0,1.0
33219,2,14,15,1,0,26.1,179.92,1,2.0,0.59,0,1.0
33220,2,6,6,1,0,32.75,207.31,1,2.0,0.61,0,0.0
33221,2,12,14,1,0,28.0,195.23,1,2.0,0.59,0,1.0
33222,2,9,11,1,0,25.05,170.61,1,3.0,0.57,0,1.0
33223,2,14,24,1,0,23.34,89.85,1,3.0,0.59,0,1.0
33224,2,4,6,1,0,26.2,131.76,1,3.0,0.62,0,1.0
33225,2,5,7,1,0,26.58,76.44,1,3.0,0.65,0,1.0
33226,2,12,13,1,0,25.12,54.88,1,3.0,0.64,0,1.0
33227,2,12,17,1,0,28.07,53.98,1,3.0,0.64,0,1.0
33228,2,13,17,1,0,35.33,102.34,1,3.0,0.6,0,1.0
33229,2,17,15,1,0,27.0,80.98,1,3.0,0.54,0,1.0
33230,2,14,11,1,0,28.76,84.28,1,3.0,0.65,0,1.0
33231,2,15,10,1,0,19.04,74.36,1,3.0,0.65,0,1.0
33232,2,21,15,1,0,23.58,50.46,1,3.0,0.65,0,1.0
33233,2,11,5,1,0,17.0,49.78,1,3.0,0.62,0,1.0
33234,2,23,11,1,0,24.53,57.47,1,3.0,0.6,0,1.0
33235,2,11,12,1,0,29.87,73.89,1,3.0,0.62,0,1.0
33236,3,13,13,1,0,20.69,174.04,1,2.0,0.43,0,1.0
33237,3,10,8,1,0,32.83,288.97,0,2.0,0.56,1,1.0
33238,1,11,0,0,0,17.09,51.99,1,0.0,0.69,0,0.0
33239,3,18,14,1,0,27.91,240.64,1,2.0,0.46,0,1.0
33240,3,15,16,1,0,31.06,171.57,1,2.0,0.52,0,1.0
33241,3,12,4,0,0,15.31,34.67,1,1.0,0.62,0,1.0
33242,3,19,14,1,0,35.3,294.19,1,2.0,0.57,1,1.0
33243,3,12,9,1,0,31.38,159.09,1,2.0,0.68,0,1.0
33244,3,8,8,1,0,30.0,284.0,0,2.0,0.54,1,1.0
33245,3,28,21,1,0,29.41,216.51,1,2.0,0.53,0,1.0
33246,3,23,16,1,0,24.87,133.22,1,2.0,0.57,1,1.0
33247,3,16,10,1,0,30.77,133.14,1,2.0,0.57,0,1.0
33248,3,19,15,1,0,31.24,165.53,1,2.0,0.61,0,1.0
33249,3,16,15,1,0,37.61,249.24,1,2.0,0.55,0,1.0
33250,2,11,12,1,0,29.75,563.5625,1,2.0,0.4833,1,1.0
33251,2,23,17,1,0,20.19512195,166.0583531,1,2.0,0.5465,0,0.0
33252,2,20,4,0,0,17.5,176.6,0,1.0,0.5649,0,1.0
33253,2,12,12,1,0,28.83333333,289.4768519,1,2.0,0.449,0,1.0
33254,2,15,14,1,0,32.65517241,383.7171816,1,2.0,0.4976,0,0.0
33255,2,20,8,1,0,22.25,203.8229167,1,1.0,0.617,1,0.0
33256,2,14,7,1,0,32.14285714,607.9795918,1,1.0,0.4441,0,1.0
33257,2,28,22,1,0,25.16,329.8904,1,2.0,0.5308,0,1.0
33258,2,11,11,1,0,26.13043478,260.5412722,1,2.0,0.4838,0,0.0
33259,2,12,10,1,0,31.13636364,209.6602564,1,2.0,0.5871,0,0.0
33260,2,21,11,1,0,35.09375,576.3506771,1,2.0,0.4586,0,1.0
33261,2,13,10,1,0,27.2173913,211.6027483,1,2.0,0.5603,0,0.0
33262,2,19,10,1,0,27.03448276,323.1560721,0,1.0,0.5529,2,1.0
33263,2,6,6,1,0,33.5,442.5,1,2.0,0.5092,0,0.0
33264,2,13,15,1,0,24.96,145.21,1,2.0,0.43,1,1.0
33265,2,16,10,0,0,23.04,125.38,1,2.0,0.41,0,1.0
33266,2,25,22,1,0,27.28,153.4,1,2.0,0.51,0,1.0
33267,2,17,11,1,0,25.29,71.93,1,2.0,0.52,0,0.0
33268,2,15,14,1,0,33.07,147.08,1,2.0,0.46,0,1.0
33269,2,7,7,1,0,23.21,33.06,1,1.0,0.65,0,1.0
33270,2,23,13,1,0,28.78,164.38,1,2.0,0.46,0,1.0
33271,2,13,16,1,0,32.9,83.75,1,2.0,0.53,0,1.0
33272,2,17,14,1,0,27.87,73.33,1,2.0,0.58,0,1.0
33273,2,12,10,1,0,27.36,62.41,1,2.0,0.57,0,1.0
33274,2,18,17,1,0,24.06,43.73,1,2.0,0.56,0,1.0
33275,2,4,7,1,0,37.33,253.56,1,2.0,0.56,0,0.0
33276,2,11,11,1,0,31.09,37.54,1,2.0,0.63,0,1.0
33277,2,16,16,1,0,33.31,68.4,1,2.0,0.57,0,1.0
33278,2,22,12,1,0,17.4,45.15,1,1.0,0.67,0,1.0
33279,2,14,11,1,0,22.8,64.73,1,1.0,0.68,0,1.0
33280,2,30,17,1,0,17.47,51.27,1,1.0,0.67,0,1.0
33281,2,42,30,1,0,23.1,54.2,1,1.0,0.65,0,1.0
33282,2,21,15,1,0,22.67,36.97,1,1.0,0.7,0,1.0
33283,2,20,13,1,0,23.48,44.44,0,1.0,0.72,0,1.0
33284,2,13,10,1,0,21.91,47.15,0,1.0,0.71,0,1.0
33285,2,18,8,1,0,19.69,39.27,1,1.0,0.76,0,1.0
33286,2,30,25,1,0,27.27,62.56,1,1.0,0.53,0,1.0
33287,2,17,15,1,0,25.72,52.83,1,1.0,0.68,0,1.0
33288,2,22,23,1,0,23.73,67.41,1,1.0,0.66,0,1.0
33289,2,25,18,1,0,23.05,45.22,1,1.0,0.73,0,1.0
33290,2,17,16,1,0,24.55,46.56,1,1.0,0.64,0,1.0
33291,2,14,17,1,0,29.58,79.24,1,1.0,0.67,0,1.0
33292,2,9,7,1,0,23.0,138.11,1,2.0,0.48,0,0.0
33293,2,21,15,1,0,22.28,66.72,1,2.0,0.54,0,0.0
33294,2,30,23,1,0,21.73,54.89,1,2.0,0.52,1,0.0
33295,2,12,8,1,0,20.5,42.0,1,2.0,0.55,0,1.0
33296,2,23,16,1,0,23.74,64.65,1,2.0,0.57,0,1.0
33297,2,18,13,1,0,25.58,76.02,1,2.0,0.55,0,1.0
33298,2,23,19,1,0,28.9,100.86,1,3.0,0.5,0,1.0
33299,2,24,17,1,0,24.56,51.14,1,2.0,0.54,0,1.0
33300,2,21,15,1,0,21.69,34.22,1,2.0,0.52,0,1.0
33301,2,23,18,1,0,25.1,64.78,1,2.0,0.52,0,1.0
33302,2,22,12,1,0,28.11,79.43,1,2.0,0.52,0,1.0
33303,2,20,13,1,0,28.36,85.13,1,2.0,0.57,0,1.0
33304,2,15,11,1,0,30.19,85.81,1,2.0,0.57,0,1.0
33305,2,10,3,1,0,21.38,41.75,1,2.0,0.57,0,1.0
33306,2,9,6,1,0,24.75,495.64,1,2.0,0.68,0,0.0
33307,2,15,14,1,0,25.45,302.44,1,2.0,0.62,0,0.0
33308,2,6,3,1,0,24.67,130.67,1,1.0,0.76,0,0.0
33309,2,13,13,1,0,26.04,135.91,1,2.0,0.71,0,1.0
33310,2,28,20,1,0,18.25,147.44,1,1.0,0.24,0,1.0
33311,2,7,6,1,0,32.43,476.29,1,2.0,0.66,0,0.0
33312,2,33,22,1,0,16.4,94.7,1,1.0,0.58,0,0.0
33313,2,10,4,1,0,32.0,283.56,1,1.0,0.78,0,1.0
33314,2,22,17,1,0,26.26,211.69,1,1.0,0.57,0,0.0
33315,2,17,7,1,0,21.88,135.61,1,1.0,0.72,0,1.0
33316,2,11,7,1,0,29.71,184.73,0,1.0,0.69,0,1.0
33317,2,22,16,1,0,22.29,111.44,1,1.0,0.62,0,1.0
33318,2,9,11,1,0,38.75,271.19,1,2.0,0.64,0,0.0
33319,2,6,8,1,0,34.5,393.0,1,2.0,0.75,0,0.0
33320,2,7,10,1,0,25.45,114.2,1,2.0,0.44,0,0.0
33321,2,20,15,1,0,20.05,61.2,1,2.0,0.47,0,1.0
33322,2,44,15,1,0,16.53,46.6,1,2.0,0.31,0,1.0
33323,2,13,16,1,0,22.34,43.6,1,2.0,0.44,0,1.0
33324,2,10,15,1,0,25.84,62.9,1,3.0,0.45,0,0.0
33325,2,3,3,1,0,38.25,100.25,1,2.0,0.56,0,0.0
33326,2,14,12,1,0,21.65,45.6,1,2.0,0.47,0,1.0
33327,2,14,13,1,0,28.78,74.4,1,2.0,0.46,0,0.0
33328,2,22,10,1,0,18.62,35.2,1,2.0,0.41,0,1.0
33329,1,4,6,0,0,23.0,52.0,1,1.0,0.51,0,0.0
33330,2,21,10,1,0,21.35,48.8,1,2.0,0.48,0,1.0
33331,2,5,6,1,0,25.81,72.1,1,2.0,0.52,0,0.0
33332,2,13,13,1,0,24.77,57.7,1,2.0,0.45,0,1.0
33333,2,10,12,1,0,23.91,45.8,1,2.0,0.46,0,1.0
33334,3,19,12,1,0,26.6,306.7,1,2.0,0.52,1,1.0
33335,3,9,9,0,0,26.5,142.8,1,1.0,0.49,0,1.0
33336,3,11,7,0,0,12.9,56.9,1,1.0,0.61,0,1.0
33337,3,11,5,1,0,25.2,324.7,1,1.0,0.63,0,1.0
33338,3,18,8,1,0,25.8,230.9,1,1.0,0.59,0,1.0
33339,3,14,9,1,0,26.5,99.8,1,1.0,0.66,0,1.0
33340,3,20,11,1,0,21.4,107.4,1,1.0,0.58,1,1.0
33341,3,17,10,1,0,21.6,69.7,1,1.0,0.62,0,1.0
33342,3,20,8,1,0,17.1,54.6,1,1.0,0.56,0,1.0
33343,3,10,6,1,0,24.6,90.0,1,1.0,0.6,0,1.0
33344,3,30,16,1,0,29.4,294.7,1,1.0,0.48,1,1.0
33345,3,16,7,1,0,27.8,157.2,1,1.0,0.6,0,1.0
33346,3,15,10,1,0,30.7,120.8,1,1.0,0.65,0,1.0
33347,3,14,11,1,0,26.4,107.9,1,1.0,0.62,0,1.0
33348,2,20,19,1,0,21.69,183.42,1,2.0,0.48,0,1.0
33349,2,5,4,1,0,28.25,136.69,1,2.0,0.65,0,0.0
33350,2,26,23,1,0,21.63,185.05,1,2.0,0.43,0,1.0
33351,2,28,22,1,0,21.64,142.19,1,2.0,0.5,1,1.0
33352,2,22,18,1,0,21.08,95.6,0,1.0,0.54,0,0.0
33353,2,21,19,0,0,21.25,102.33,1,2.0,0.54,0,1.0
33354,2,17,14,0,0,21.81,88.78,1,2.0,0.57,0,1.0
33355,2,22,13,1,0,28.63,212.56,1,2.0,0.62,0,1.0
33356,2,21,14,1,0,21.14,70.93,1,2.0,0.56,0,1.0
33357,2,14,13,1,0,27.19,136.9,1,2.0,0.63,0,0.0
33358,2,21,9,1,0,18.3,63.01,0,1.0,0.58,0,1.0
33359,2,24,21,1,0,18.78,83.54,1,2.0,0.45,0,1.0
33360,2,21,16,1,0,23.14,93.07,1,2.0,0.55,0,1.0
33361,2,6,6,1,0,29.67,154.67,1,2.0,0.65,0,0.0
33362,2,14,18,1,0,22.58,134.13,1,2.0,0.51,0,1.0
33363,2,19,7,1,0,17.04,46.28,1,1.0,0.56,0,1.0
33364,2,16,15,1,0,18.32,47.08,1,2.0,0.46,0,1.0
33365,2,38,25,1,0,20.19,53.66,1,2.0,0.49,0,1.0
33366,2,23,12,1,0,17.51,47.43,1,2.0,0.58,0,1.0
33367,2,12,4,1,0,16.31,43.98,1,1.0,0.64,0,0.0
33368,2,23,19,1,0,18.52,38.25,1,2.0,0.55,0,1.0
33369,2,36,16,1,0,20.13,52.51,1,2.0,0.57,0,1.0
33370,2,21,16,1,0,22.14,63.18,1,2.0,0.52,0,1.0
33371,2,11,5,1,0,21.25,42.05,1,1.0,0.6,0,0.0
33372,2,21,16,1,0,22.81,82.54,1,2.0,0.55,0,1.0
33373,2,18,14,1,0,22.37,51.94,1,2.0,0.66,0,1.0
33374,2,17,16,1,0,23.45,55.34,1,2.0,0.56,0,1.0
33375,2,11,12,1,0,21.52,45.23,1,2.0,0.63,0,1.0
33376,3,19,14,1,0,23.03,70.43,1,2.0,0.45,0,1.0
33377,3,15,19,1,0,26.79,119.91,1,2.0,0.46,0,0.0
33378,3,15,12,0,0,26.07,45.23,1,2.0,0.54,0,0.0
33379,3,24,19,1,0,21.93,48.79,1,2.0,0.53,0,0.0
33380,3,5,5,1,0,29.6,211.84,1,2.0,0.56,0,0.0
33381,3,10,4,0,0,20.64,47.01,1,1.0,0.69,0,0.0
33382,3,17,12,1,0,22.21,34.16,0,2.0,0.54,0,0.0
33383,3,11,10,1,0,27.81,39.98,1,2.0,0.57,0,1.0
33384,3,14,14,1,0,25.0,45.0,1,2.0,0.54,0,0.0
33385,3,14,11,1,0,25.84,36.16,1,2.0,0.57,0,0.0
33386,3,15,15,1,0,28.97,70.07,1,2.0,0.5,0,0.0
33387,3,14,7,1,0,22.43,50.98,1,1.0,0.51,0,0.0
33388,3,4,3,1,0,28.25,180.19,0,1.0,0.54,0,0.0
33389,3,13,7,1,0,22.5,57.34,1,1.0,0.54,0,0.0
33390,2,19,12,1,0,23.32,81.06,1,1.03,0.53,0,1.0
33391,2,17,12,1,0,23.24,53.52,1,0.76,0.58,0,1.0
33392,2,13,10,1,0,24.78,54.96,1,0.87,0.59,0,0.0
33393,2,20,21,1,0,21.7,49.61,1,0.63,0.56,0,1.0
33394,2,21,13,1,0,24.44,51.51,1,0.68,0.56,0,1.0
33395,2,15,10,0,0,20.88,33.65,1,0.56,0.57,0,1.0
33396,2,11,13,1,0,25.0,56.13,1,0.79,0.55,0,1.0
33397,2,15,17,1,0,28.28,53.89,1,0.66,0.54,0,1.0
33398,2,25,15,1,0,20.75,49.66,1,0.63,0.54,0,1.0
33399,2,13,10,1,0,24.82,39.81,1,0.65,0.55,0,1.0
33400,2,12,12,1,0,26.42,55.88,1,0.63,0.52,0,1.0
33401,2,21,18,1,0,22.23,58.38,1,0.54,0.54,0,1.0
33402,2,18,15,1,0,26.64,64.18,1,0.61,0.54,0,1.0
33403,2,12,14,1,0,22.42,41.63,1,0.56,0.55,0,1.0
33404,2,10,9,1,0,22.11,76.68,1,2.0,0.47,0,0.0
33405,2,12,11,1,0,26.22,59.76,1,2.0,0.47,0,1.0
33406,2,11,2,1,0,24.62,68.92,1,1.0,0.61,0,0.0
33407,2,15,7,1,0,20.68,54.48,1,1.0,0.64,0,0.0
33408,2,22,8,1,0,23.93,44.72,1,1.0,0.55,0,0.0
33409,2,20,14,1,0,28.35,76.32,1,2.0,0.43,0,0.0
33410,2,12,12,1,0,23.68,25.16,1,2.0,0.53,0,1.0
33411,2,8,4,1,0,26.17,32.14,1,1.0,0.54,0,0.0
33412,2,14,13,1,0,20.26,17.27,1,2.0,0.54,0,0.0
33413,2,14,8,1,0,26.82,43.77,1,2.0,0.54,0,0.0
33414,2,14,10,1,0,27.62,46.32,1,2.0,0.48,0,1.0
33415,2,28,12,1,0,15.4,17.75,1,1.0,0.51,0,0.0
33416,2,21,8,1,0,22.83,30.93,1,1.0,0.54,0,0.0
33417,2,13,10,1,0,24.57,26.92,1,2.0,0.51,0,0.0
33418,2,26,23,1,0,32.41,259.42,1,2.0,0.48,3,1.0
33419,2,24,12,1,0,22.0,96.67,1,1.0,0.59,0,2.0
33420,2,22,9,1,0,18.19,46.48,1,1.0,0.6,2,1.0
33421,2,23,24,1,0,23.53,156.42,1,2.0,0.47,0,0.0
33422,2,14,13,1,0,35.0,108.75,1,2.0,0.55,1,0.0
33423,2,13,16,1,0,39.69,155.65,1,2.0,0.53,1,0.0
33424,2,7,5,1,0,31.0,107.2,0,1.0,0.66,0,1.0
33425,2,31,27,1,0,23.03,75.35,1,2.0,0.47,0,0.0
33426,2,14,15,1,0,44.76,167.45,1,2.0,0.54,0,0.0
33427,2,10,11,1,0,41.71,162.53,1,2.0,0.56,0,0.0
33428,2,9,10,1,0,45.16,197.11,1,2.0,0.56,0,0.0
33429,2,13,13,1,0,34.0,72.76,1,2.0,0.53,0,1.0
33430,2,22,19,1,0,29.63,141.28,1,2.0,0.53,0,0.0
33431,2,16,11,1,0,37.67,138.04,1,2.0,0.54,0,0.0
33432,2,10,12,1,0,30.32,283.26,1,3.0,0.52,0,1.0
33433,2,13,9,1,0,27.23,122.69,1,2.0,0.52,1,0.0
33434,2,11,9,0,0,23.55,143.35,1,2.0,0.57,0,1.0
33435,2,15,5,1,0,17.55,46.65,1,1.0,0.65,0,1.0
33436,2,13,15,1,0,23.04,139.75,1,2.0,0.55,0,1.0
33437,2,3,6,1,0,33.57,482.29,1,4.0,0.56,0,0.0
33438,2,13,12,1,0,27.52,202.61,1,2.0,0.54,0,1.0
33439,2,10,10,1,0,32.05,185.65,1,3.0,0.55,0,0.0
33440,2,13,12,1,0,29.4,162.79,1,2.0,0.55,0,1.0
33441,2,11,14,1,0,33.84,127.42,1,3.0,0.53,0,1.0
33442,2,8,7,1,0,29.2,141.96,1,2.0,0.56,0,1.0
33443,2,15,18,1,0,29.24,118.96,1,3.0,0.54,0,1.0
33444,2,5,5,1,0,31.7,185.7,1,2.0,0.56,0,1.0
33445,2,13,10,0,0,24.0,93.96,1,2.0,0.58,0,1.0
33446,2,6,4,1,0,24.43,176.71,1,2.0,0.49,0,0.0
33447,2,6,4,1,0,29.4,125.64,0,2.0,0.42,2,1.0
33448,2,14,11,1,0,23.67,160.45,1,3.0,0.54,0,1.0
33449,2,23,10,0,0,20.09,117.12,1,2.0,0.38,0,1.0
33450,2,32,17,1,0,21.47,132.06,1,2.0,0.52,0,1.0
33451,2,14,4,1,0,25.56,131.56,1,1.0,0.46,0,1.0
33452,2,6,2,1,0,27.13,67.56,1,1.0,0.52,0,1.0
33453,2,33,20,1,0,21.02,135.08,1,2.0,0.38,0,1.0
33454,2,11,4,1,0,22.07,68.64,1,2.0,0.5,0,1.0
33455,2,13,10,1,0,24.83,78.37,1,2.0,0.49,0,0.0
33456,2,26,18,1,0,26.2,173.09,1,2.0,0.48,0,1.0
33457,2,11,8,1,0,22.37,113.58,1,2.0,0.51,0,1.0
33458,2,23,19,1,0,20.95,62.48,1,2.0,0.43,0,1.0
33459,2,20,13,1,0,26.27,77.27,1,2.0,0.54,0,1.0
33460,3,17,11,0,0,20.82,77.33,1,2.0,0.62,0,1.0
33461,3,25,20,0,0,23.71,144.83,1,2.0,0.62,0,0.0
33462,3,24,21,1,0,22.07,118.31,1,2.0,0.56,0,1.0
33463,3,53,33,1,0,18.37,48.44,1,2.0,0.53,0,1.0
33464,3,16,16,1,0,25.03,33.43,1,2.0,0.65,0,1.0
33465,3,18,14,1,0,27.66,28.34,1,2.0,0.65,0,1.0
33466,3,16,11,1,0,22.37,44.07,1,2.0,0.65,0,1.0
33467,3,32,28,1,0,24.45,96.84,1,2.0,0.57,0,1.0
33468,3,14,14,1,0,29.48,38.63,1,2.0,0.69,0,1.0
33469,3,34,24,1,0,19.55,33.61,1,2.0,0.59,0,1.0
33470,3,16,13,1,0,24.82,38.27,1,2.0,0.68,0,1.0
33471,3,22,17,1,0,21.43,53.05,1,2.0,0.65,0,1.0
33472,3,21,20,1,0,28.04,42.66,1,2.0,0.66,0,1.0
33473,3,17,14,1,0,21.61,28.29,1,2.0,0.62,0,1.0
33474,2,9,17,1,0,27.73,185.26,1,2.0,0.46,0,0.0
33475,2,10,7,1,0,23.33,55.33,1,2.0,0.49,0,0.0
33476,2,7,3,1,0,31.6,53.04,1,1.0,0.64,0,1.0
33477,2,6,4,1,0,22.25,50.69,1,1.0,0.65,0,1.0
33478,2,16,11,1,0,20.41,138.37,1,2.0,0.54,0,0.0
33479,2,15,13,1,0,30.61,51.18,1,2.0,0.53,0,0.0
33480,2,11,13,1,0,27.96,56.86,1,3.0,0.55,0,0.0
33481,2,14,14,1,0,28.21,53.46,1,2.0,0.57,0,0.0
33482,2,7,5,1,0,28.75,43.25,1,1.0,0.68,0,1.0
33483,2,10,12,1,0,26.0,33.64,1,2.0,0.54,0,0.0
33484,2,23,21,1,0,31.0,92.71,1,3.0,0.49,0,1.0
33485,2,11,10,0,0,26.63,46.26,1,2.0,0.65,0,0.0
33486,2,14,16,1,0,28.06,54.99,1,2.0,0.54,0,0.0
33487,2,13,17,1,0,34.0,62.65,1,2.0,0.54,0,0.0
33488,2,15,18,1,0,22.97,153.66,1,2.0,0.48,6,1.0
33489,2,15,21,1,0,21.97,77.51,1,2.0,0.46,2,0.0
33490,2,23,6,0,0,17.69,31.57,1,1.0,0.54,0,1.0
33491,2,11,10,1,0,29.57,86.36,1,1.0,0.54,0,1.0
33492,2,20,16,1,0,18.44,27.39,1,1.0,0.55,0,0.0
33493,2,15,14,0,0,23.52,43.78,1,1.0,0.53,0,1.0
33494,2,12,16,1,0,27.96,68.33,1,1.0,0.53,0,1.0
33495,2,14,9,1,0,15.13,29.67,1,1.0,0.65,0,1.0
33496,2,4,5,1,0,49.0,643.0,1,1.0,0.59,0,1.0
33497,2,13,16,1,0,24.48,45.85,1,2.0,0.54,0,1.0
33498,2,21,13,1,0,15.53,25.81,0,1.0,0.61,0,1.0
33499,2,16,17,1,0,24.15,35.22,1,1.0,0.55,0,1.0
33500,2,20,14,1,0,16.0,22.44,1,1.0,0.57,0,1.0
33501,2,13,13,1,0,22.73,41.98,1,1.0,0.56,0,1.0
33502,2,12,11,1,0,24.92,139.92,1,2.0,0.53,1,1.0
33503,2,27,11,1,0,18.5,101.6,1,2.0,0.52,0,1.0
33504,2,26,16,1,0,20.45,131.13,1,2.0,0.47,0,1.0
33505,2,12,12,1,0,26.65,136.73,1,2.0,0.56,0,1.0
33506,2,13,12,1,0,25.0,79.25,1,2.0,0.56,0,1.0
33507,2,4,4,1,0,24.0,60.0,1,1.0,0.61,0,1.0
33508,2,23,9,1,0,19.66,140.5,1,2.0,0.45,0,1.0
33509,2,11,10,1,0,29.43,116.9,1,2.0,0.53,0,1.0
33510,2,6,8,1,0,28.71,121.19,1,3.0,0.55,0,1.0
33511,2,13,12,1,0,26.64,101.8,1,2.0,0.56,0,1.0
33512,2,12,10,1,0,32.45,143.12,1,3.0,0.56,0,1.0
33513,2,14,10,1,0,28.79,100.71,1,2.0,0.55,0,1.0
33514,2,15,6,1,0,21.05,78.47,1,1.0,0.55,0,1.0
33515,2,22,20,1,0,28.52,162.1,1,2.0,0.48,0,1.0
33516,3,17,15,1,0,23.0,282.63,1,3.0,0.43,3,1.0
33517,3,25,14,1,0,21.18,139.58,1,3.0,0.43,2,1.0
33518,3,15,7,1,0,16.14,64.33,1,2.0,0.55,1,1.0
33519,3,23,16,1,0,21.82,42.5,0,3.0,0.58,0,1.0
33520,3,21,13,1,0,24.29,55.71,1,2.0,0.61,0,1.0
33521,3,18,17,1,0,22.97,70.67,1,3.0,0.53,0,1.0
33522,0,3,6,1,0,43.33,1395.56,1,1.0,0.67,0,0.0
33523,3,23,11,1,0,17.15,46.43,0,2.0,0.61,0,1.0
33524,3,28,18,1,0,21.28,38.41,1,2.0,0.63,0,1.0
33525,3,28,16,1,0,20.57,39.06,1,2.0,0.58,0,1.0
33526,3,25,18,1,0,25.23,46.44,1,3.0,0.55,0,1.0
33527,3,26,18,1,0,26.23,92.24,1,3.0,0.51,0,1.0
33528,3,27,16,1,0,24.47,41.72,1,2.0,0.61,0,1.0
